,B3GALT5-AS1,PCA3,LINC01531,HPN-AS1,HULC,TRERNA1,PSORS1C3,ATE1-AS1,NORAD,TP53TG1,FBXW7-AS1,CTBP1-AS,TP53COR1,ABALON,LINC01587,AGAP2-AS1,PISRT1,LINC01098,DSCR10,BANCR,LINC-ROR,LINC00602,MIR194-2HG,IFNG-AS1,HCG9,NBR2,TUSC7,FAM83H-AS1,MHRT,LINC00163,TTTY2,SPRY4-IT1,CASC8,ZNF667-AS1,LINC01080,ESRG,SNHG1,PARD6G-AS1,LINC00271,CADM3-AS1,NFIA-AS1,LOXL1-AS1,MYCNOS,CECR7,SOX2-OT,HYMAI,SNHG11,LINC01387,PWAR4,LINCMD1,LINC01081,GAS5,LINC00856,TP73-AS1,PTCSC3,SERTAD4-AS1,JAZF1-AS1,LINC00467,GABPB1-AS1,MIR17HG,PANDAR,AFAP1-AS1,LINC00474,DBH-AS1,DBET,DISC1FP1,C5orf66-AS2,LINC00922,MIR503HG,VLDLR-AS1,LINC01235,EPB41L4A-AS1,DANCR,TUSC8,CASC16,MESTIT1,OIP5-AS1,HCCAT5,HELLPAR,MIR22HG,CASC2,GHRLOS,EGOT,CYTOR,HCP5,LINC00654,NBAT1,LINC01184,PWRN1,MIAT,LINC00336,CASC15,EWSAT1,TUG1,KCNQ1OT1,GNAS-AS1,LINC00315,LINC00974,LINC00575,TSIX,LINC00583,LINC00261,LSINCT5,MCHR2-AS1,MEG8,CCDC26,LINC00479,PWAR5,ZFAS1,TEX41,HNF1A-AS1,DSCR9,LINC00319,MIF-AS1,LINC01588,H19,CARMN,LINC00663,MIR7-3HG,KIRREL3-AS3,LINC01556,MEG3,TTTY4,NEAT1,CAHM,HLA-F-AS1,NPSR1-AS1,FALEC,MIR155HG,FMR1-AS1,ERICH1-AS1,TINCR,SCHLAP1,BLACAT1,GPR1-AS,LRRC3DN,LINC00687,LINC00273,FAM30A,LINC00942,MIR99AHG,NCRUPAR,LINC00629,NUP50-AS1,HCG4,LINC01602,ZEB1-AS1,RAD51-AS1,LINC01133,LINC01024,HAS2-AS1,LINC00299,HAND2-AS1,XIST,NALT1,SAMMSON,DLEU2,HCG27,HAR1A,LINC00511,BCYRN1,LINC00472,PCGEM1,IL12A-AS1,ATXN8OS,PTCSC2,OLMALINC,DIO3OS,DISC2,MIR137HG,APTR,TDRG1,LINC00032,HOTAIR,LINC00293,LINC01628,GHET1,LUCAT1,LINC00961,DAOA-AS1,NRON,LINC-PINT,PICSAR,COL18A1-AS1,BCAR4,FENDRR,PCAT5,HOXA11-AS,LINC00473,CRNDE,LINC00312,RMST,MALAT1,ADORA2A-AS1,CDKN2B-AS1,CDKN2A-AS1,SNHG4,CCAT1,PCAT4,TTTY15,MIR124-2HG,COPG2IT1,NPTN-IT1,IGF2-AS,PCAT1,IL10RB-AS1,LMCD1-AS1,WT1-AS,GACAT2,CDR1-AS,NCAM1-AS1,PEG3-AS1,MIR181A1HG,C5orf66-AS1,TARID,MINCR,PVT1,LINC00477,GSTT1-AS1,CCAT2,HOTTIP,PRINS,MIR4435-2HG,LINC00963,PSMB8-AS1,MIR100HG,C1QTNF9B-AS1,HOTAIRM1,THRIL,SNHG12,PARTICL,KCTD21-AS1,PRNCR1,CBR3-AS1,UCA1,XACT,LINC01426,GATA3-AS1,LINC00675,GNG12-AS1
CAHM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-F-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPSR1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR155HG,0.0,0.2993520494319689,0.0,0.0,0.3312861219726316,0.0,0.0750759127673923,0.0,0.0,0.0,0.0,0.2993520494319689,0.0,0.0,0.0,0.0,0.044462321788575995,0.0,0.0,0.2787584565848272,0.0,0.0,0.0,0.0519201386548672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3279392016542721,0.0,0.0,0.0,0.1581481967867554,0.0,0.0,0.069286969239261,0.0,0.0,0.0,0.2563530740622587,0.0,0.2052448402104108,0.06179101218158,0.06179101218158,0.0,0.0,0.044462321788575995,0.0,0.4533900181036506,0.0,0.0,0.2563530740622586,0.0,0.0,0.0,0.0,0.5521601693190108,0.45496700964333503,0.0750759127673923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45496700964333503,0.0750759127673923,0.2993520494319689,0.0,0.0933636088106421,0.0,0.0,0.0,0.0,0.2563530740622587,0.0,0.0,0.0,0.0750759127673923,0.0,0.0,0.0,0.0,0.3002081856747778,0.0,0.0,0.0,0.3570184207926449,0.3016700975323008,0.06179101218158,0.0,0.0,0.0,0.0,0.0,0.0,0.3420358658150592,0.0,0.0,0.2862269174256834,0.0,0.0,0.0,0.0,0.2834085955595452,0.0,0.0,0.0,0.0,0.34425276471435196,0.0,0.0,0.2563530740622587,0.0,0.0,0.4467774309315951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3260924119426354,0.2993520494319689,0.3562638046094226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2234537230164029,0.0,0.0,0.0750759127673923,0.0,0.3835045325321466,0.0,0.0,0.8709206078427559,0.0,0.0690024669843361,0.0,0.3167699660337017,0.0,0.2993520494319689,0.0,0.0500556844382944,0.0,0.0,0.0,0.0860485303933422,0.0,0.0,0.2993520494319689,0.2862269174256834,0.3752858037042402,0.0,0.0,0.3562638046094226,0.0,0.0,0.0750759127673923,0.0887916847998296,0.0,0.0,0.0,0.3562638046094226,0.0,0.0,0.0,0.0,0.2563530740622587,0.2993520494319689,0.2563530740622587,0.3765895391636459,0.0,0.5489667832265153,0.0,0.5005919022465752,0.3312861219726316,0.0,0.0,0.0,0.0,0.2508698488879494,0.2630481886636174,0.4160632695904934,0.0,0.0,0.5129813149734563,0.0,0.0,0.0,0.0,0.0,0.0,0.45496700964333503,0.0,0.4461579902361732,0.0,0.0,0.2563530740622586,0.2563530740622587,0.0750759127673923,0.0,0.0,0.0,0.044462321788575995,0.2993520494319689,0.0,0.0519201386548672,0.0,0.0,0.0,0.2993520494319689,0.2960707664303975,0.3934260975083388,0.0,0.0,0.0,0.0,0.0
FMR1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERICH1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINCR,0.0,0.4073844504380748,0.0,0.0,0.5895799950847143,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.4073844504380748,0.0,0.0,0.0,0.0,0.06845433171263,0.0,0.0,0.4663529144180028,0.0,0.0,0.0,0.0771949809860452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6613999948474587,0.0,0.0,0.0,0.311562875421553,0.0,0.0,0.0977229986730339,0.0,0.0,0.0,0.3612570396240752,0.0,0.3654476999418224,0.0888194986555642,0.0888194986555642,0.0,0.0,0.06845433171263,0.0,0.492483924265231,0.0,0.0,0.3612570396240752,0.0,0.0,0.0,0.0,0.5627024490810251,0.6019108280254776,0.1045656712353635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019108280254776,0.1045656712353635,0.4073844504380748,0.0,0.1264334586103883,0.0,0.0,0.0,0.0,0.3612570396240752,0.0,0.0,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.3996854059970708,0.0,0.0,0.0,0.3816642190752825,0.4368800465196722,0.0888194986555642,0.0,0.0,0.0,0.0,0.0,0.0,0.4519753736859953,0.0,0.0,0.5518289915585004,0.0,0.0,0.0,0.0,0.5227047514461833,0.0,0.0,0.0,0.0,0.5231802085070069,0.0,0.0,0.4866006645861664,0.0,0.0,0.5462834407979631,0.0,0.0,0.0,0.0,0.0,0.0,0.3260924119426354,0.0,0.0,0.0,0.4073844504380748,0.4687310261080753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3260924119426354,0.0,0.0,0.1045656712353635,0.0,0.5207175582882896,0.0,0.0,0.3836839354915357,0.0,0.0973795274305106,0.0,0.4707393422954838,0.0,0.4073844504380748,0.0,0.0750098186676914,0.0,0.0,0.0,0.1176863436603784,0.0,0.0,0.4073844504380748,0.5518289915585004,0.5899570873643254,0.0,0.0,0.8346560846560847,0.0,0.0,0.1045656712353635,0.1209665117666321,0.0,0.0,0.0,0.4687310261080753,0.0,0.0,0.0,0.0,0.4866006645861664,0.5487326822240464,0.3612570396240752,0.5311018731660948,0.0,0.477683385592205,0.0,0.3612570396240752,0.7251077945469399,0.0,0.0,0.0,0.0,0.4523434920938333,0.3968418004350559,0.5627024490810251,0.0,0.0,0.3851810735285136,0.0,0.0,0.0,0.0,0.0,0.0,0.6019108280254776,0.0,0.5470637850832993,0.0,0.0,0.3612570396240752,0.4866006645861664,0.1045656712353635,0.0,0.0,0.0,0.06845433171263,0.4073844504380748,0.0,0.0771949809860452,0.0,0.0,0.0,0.4073844504380748,0.6023274874014576,0.6361002774710072,0.0,0.0,0.0,0.0,0.0
SCHLAP1,0.0,1.0,0.0,0.0,0.4176459504650147,0.0,0.0918558451332855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0581640091259936,0.0,0.0,0.3464882734572525,0.0,0.0,0.0,0.0663416530344503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4109769206130628,0.0,0.0,0.0,0.2026756988090983,0.0,0.0,0.0854772971085767,0.0,0.0,0.0,0.335351865117057,0.0,0.2680993120964053,0.0771949809860452,0.0771949809860452,0.0,0.0,0.0581640091259936,0.0,0.7008381298203681,0.0,0.0,0.335351865117057,0.0,0.0,0.0,0.0,0.4992235950703347,0.5381310956681954,0.0918558451332855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5381310956681954,0.0918558451332855,0.5444680196303917,0.0,0.1121391355941631,0.0,0.0,0.0,0.0,0.4773538405223149,0.0,0.0,0.0,0.0918558451332855,0.0,0.0,0.0,0.0,0.3565464860805521,0.0,0.0,0.0,0.3671606820966759,0.3796549289149807,0.0771949809860452,0.0,0.0,0.0,0.0,0.0,0.0,0.5196203427847106,0.0,0.0,0.35020040957065096,0.0,0.0,0.0,0.0,0.3604522862098891,0.0,0.0,0.0,0.0,0.663583738193529,0.0,0.0,0.335351865117057,0.0,0.0,0.6807243802480557,0.0,0.0,0.0,0.0,0.0,0.0,0.2993520494319689,0.0,0.0,0.4073844504380748,0.0,0.4450773122476672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2993520494319689,0.0,0.0,0.0918558451332855,0.0,0.6021984921192332,0.0,0.0,0.360320155756231,0.0,0.0851600024256062,0.0,0.4688456578440165,0.0,1.0,0.0,0.0642972420573362,0.0,0.0,0.0,0.104025819409812,0.0,0.0,0.7469266775724397,0.35020040957065096,0.4638062026941441,0.0,0.0,0.4450773122476672,0.0,0.0,0.0918558451332855,0.1070683129789437,0.0,0.0,0.0,0.4450773122476672,0.0,0.0,0.0,0.0,0.335351865117057,0.3825010932767529,0.335351865117057,0.7006181802070335,0.0,0.6218279320963734,0.0,0.335351865117057,0.4176459504650147,0.0,0.0,0.0,0.0,0.329351895836209,0.7230243264285325,0.8845327739170489,0.0,0.0,0.361713832315557,0.0,0.0,0.0,0.0,0.0,0.0,0.5381310956681954,0.0,0.6910129259948965,0.0,0.0,0.335351865117057,0.335351865117057,0.0918558451332855,0.0,0.0,0.0,0.0581640091259936,1.0,0.0,0.0663416530344503,0.0,0.0,0.0,1.0,0.8375501023926628,0.4748598928630861,0.0,0.0,0.0,0.0,0.0
BLACAT1,0.0,0.4450773122476672,0.0,0.0,0.4827454430221488,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.4450773122476672,0.0,0.0,0.0,0.0,0.06845433171263,0.0,0.0,0.3976629677587758,0.0,0.0,0.0,0.0771949809860452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4736230526015677,0.0,0.0,0.0,0.2361771518023682,0.0,0.0,0.0977229986730339,0.0,0.0,0.0,0.3946820062806328,0.0,0.3153102499569859,0.0888194986555642,0.0888194986555642,0.0,0.0,0.06845433171263,0.0,0.5680476262980201,0.0,0.0,0.3946820062806328,0.0,0.0,0.0,0.0,0.5627024490810251,0.6019108280254776,0.1045656712353635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019108280254776,0.1045656712353635,0.4450773122476672,0.0,0.1264334586103883,0.0,0.0,0.0,0.0,0.3946820062806328,0.0,0.0,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.3996854059970708,0.0,0.0,0.0,0.7299706636932024,0.5739955334891131,0.0888194986555642,0.0,0.0,0.0,0.0,0.0,0.0,0.4953442695139074,0.0,0.0,0.3986566215848234,0.0,0.0,0.0,0.0,0.418464068841835,0.0,0.0,0.0,0.0,0.6840295432319594,0.0,0.0,0.3946820062806328,0.0,0.0,0.7090989232049494,0.0,0.0,0.0,0.0,0.0,0.0,0.3562638046094226,0.0,0.0,0.4687310261080753,0.4450773122476672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3562638046094226,0.0,0.0,0.1045656712353635,0.0,0.768552152081952,0.0,0.0,0.4213767973011281,0.0,0.0973795274305106,0.0,0.4608240909760764,0.0,0.4450773122476672,0.0,0.0750098186676914,0.0,0.0,0.0,0.1176863436603784,0.0,0.0,0.4450773122476672,0.3986566215848234,0.5135009241692359,0.0,0.0,0.5120999219359875,0.0,0.0,0.1045656712353635,0.1209665117666321,0.0,0.0,0.0,0.5120999219359875,0.0,0.0,0.0,0.0,0.3946820062806328,0.4450773122476672,0.3946820062806328,0.7263129344006035,0.0,0.4294082175372674,0.0,0.3946820062806328,0.4827454430221488,0.0,0.0,0.0,0.0,0.3882789726687644,0.5105828007490615,0.5627024490810251,0.0,0.0,0.5642221671240777,0.0,0.0,0.0,0.0,0.0,0.0,0.6019108280254776,0.0,0.5125156324214993,0.0,0.0,0.3946820062806328,0.3946820062806328,0.1045656712353635,0.0,0.0,0.0,0.06845433171263,0.4450773122476672,0.0,0.0771949809860452,0.0,0.0,0.0,0.4450773122476672,0.4334721395819563,0.7847317094866437,0.0,0.0,0.0,0.0,0.0
GPR1-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
