source,target,value,source_type,target_type
DOID:14566,mir146b,1,1,2
DOID:630,mir134,1,1,2
DOID:421,mir221,1,1,2
XIST,mir148b,1,0,2
TP73-AS1,mir27a,1,0,2
DOID:684,mir92,1,1,2
DOID:9261,mir20a,1,1,2
DOID:684,mir301a,1,1,2
DOID:423,mir367,1,1,2
DOID:8692,mir26a,1,1,2
DOID:114,mir216a,1,1,2
DOID:3068,mir146b,1,1,2
DOID:1307,mir659,1,1,2
DOID:0050615,mir218,1,1,2
DOID:4,mir640,1,1,2
DOID:4450,mir134,1,1,2
DOID:3347,mir221,1,1,2
DOID:9206,mir21,1,1,2
DOID:0050687,mir223,1,1,2
DOID:1037,mir29a,1,1,2
DOID:1287,mir381,1,1,2
DOID:14566,mir500a,1,1,2
DOID:1612,mir223,1,1,2
HCP5,DOID:3119,1,0,1
DOID:2531,mir224,1,1,2
DOID:3571,mir326,1,1,2
DOID:7,mir212,1,1,2
DOID:684,mir450b,1,1,2
DOID:6050,mir592,1,1,2
DOID:0014667,mir17,1,1,2
DOID:0050338,mir550b,1,1,2
DOID:193,mir146b,1,1,2
DOID:0050155,mir182,1,1,2
DOID:0060158,mir221,1,1,2
DOID:423,mir136,1,1,2
MIR194-2HG,DOID:0050687,1,0,1
DOID:162,mir1305,1,1,2
DOID:4,mir147a,1,1,2
DOID:1909,mir302b,1,1,2
DOID:2531,mir139,1,1,2
DOID:14566,mir320c,1,1,2
DOID:1037,let7b,1,1,2
DOID:1287,mir146b,1,1,2
DOID:7,mir10a,1,1,2
DOID:3969,mir221,1,1,2
DOID:3093,mir504,1,1,2
DOID:3119,mir224,1,1,2
DOID:934,mir23b,1,1,2
DOID:1040,mir15a,1,1,2
DOID:48,mir17,1,1,2
SNHG12,mir16,1,0,2
DOID:2621,mir146b,1,1,2
DOID:114,mir26a,1,1,2
DOID:3068,mir181b,1,1,2
DOID:0050615,mir487a,1,1,2
DOID:170,mir150,1,1,2
HOTAIR,DOID:5041,1,0,1
MEG3,DOID:12858,1,0,1
DOID:4450,mir150,1,1,2
DOID:863,mir154,1,1,2
DOID:3213,mir326,1,1,2
DOID:1287,mir500a,1,1,2
DOID:2531,mir29a,1,1,2
H19,DOID:4905,1,0,1
DOID:0050686,mir300,1,1,2
DOID:0060122,mir18b,1,1,2
DOID:3119,mir139,1,1,2
DOID:2394,mir148a,1,1,2
DOID:8432,mir150,1,1,2
SPRY4-IT1,DOID:5093,1,0,1
DOID:768,mir491,1,1,2
DOID:0060083,mir326,1,1,2
DOID:4451,mir320a,1,1,2
DOID:0050117,mir29a,1,1,2
LINC00511,mir29c,1,0,2
DOID:1192,mir885,1,1,2
DOID:2789,mir17,1,1,2
UCA1,DOID:1240,1,0,1
DOID:2468,mir30e,1,1,2
DOID:0050686,let7e,1,1,2
DOID:3119,mir519e,1,1,2
DOID:3119,mir29a,1,1,2
TP53COR1,DOID:2349,1,0,1
NCRUPAR,DOID:10155,1,0,1
SNHG1,mir330,1,0,2
DOID:0050736,mir17,1,1,2
DOID:0060083,mir369,1,1,2
DOID:3996,mir302c,1,1,2
DOID:9970,mir17,1,1,2
KCNQ1OT1,mir197,1,0,2
DOID:0050615,mir1258,1,1,2
DOID:170,mir483,1,1,2
AFAP1-AS1,DOID:5093,1,0,1
DOID:170,mir182,1,1,2
DOID:863,mir599,1,1,2
LSINCT5,DOID:10534,1,0,1
EPB41L4A-AS1,mir30d,1,0,2
DOID:0050687,mir504,1,1,2
DOID:0060058,mir29a,1,1,2
DOID:14566,mir1915,1,1,2
DOID:0060085,mir99a,1,1,2
HOTTIP,DOID:10155,1,0,1
DOID:8712,mir7,1,1,2
DOID:0050686,mir330,1,1,2
DOID:2468,mir106b,1,1,2
DOID:3069,mir302c,1,1,2
DOID:784,mir107,1,1,2
DOID:3119,mir346,1,1,2
DOID:14330,mir30b,1,1,2
DOID:686,let7f,1,1,2
DOID:0060100,let7e,1,1,2
DOID:707,mir30e,1,1,2
DOID:11934,mir125a,1,1,2
TP53COR1,DOID:1040,1,0,1
DOID:229,mir202,1,1,2
DOID:3996,let7i,1,1,2
DOID:0050828,mir126,1,1,2
ERICH1-AS1,DOID:0110408,1,0,1
DOID:5093,mir1245b,1,1,2
DOID:305,mir96,1,1,2
DOID:12336,mir92a,1,1,2
TUG1,DOID:162,1,0,1
DOID:0060085,mir208a,1,1,2
DOID:0050686,mir637,1,1,2
DOID:2043,mir583,1,1,2
GAS5,DOID:170,1,0,1
DOID:2468,mir34a,1,1,2
DOID:37,mir31,1,1,2
DOID:0060084,mir30e,1,1,2
ATXN8OS,DOID:0050951,1,0,1
DOID:0060072,mir103a,1,1,2
MIR137HG,DOID:1561,1,0,1
DOID:1793,mir203,1,1,2
DOID:1561,mir7,1,1,2
DOID:3996,mir339,1,1,2
DOID:65,mir205,1,1,2
LINC00032,DOID:162,1,0,1
mir612,mir527,1,2,2
LUCAT1,DOID:4,1,0,1
DOID:1883,mir30b,1,1,2
DOID:3393,mir197,1,1,2
MEG3,DOID:8552,1,0,1
DOID:4645,mir513c,1,1,2
DOID:11054,mir127,1,1,2
DOID:17,mir200a,1,1,2
DOID:0060085,mir484,1,1,2
DOID:8618,mir203,1,1,2
DOID:0050686,mir502,1,1,2
DOID:769,mir7,1,1,2
GAS5,DOID:409,1,0,1
MALAT1,DOID:0050828,1,0,1
DOID:150,mir92a,1,1,2
NEAT1,DOID:162,1,0,1
DOID:0060072,mir340,1,1,2
DOID:1240,mir20a,1,1,2
LINC00474,DOID:15,1,0,1
DOID:686,mir125a,1,1,2
DOID:65,mir363,1,1,2
HAR1A,DOID:863,1,0,1
DOID:684,mir18a,1,1,2
DOID:9884,mir206,1,1,2
DOID:120,mir205,1,1,2
DOID:10534,mir622,1,1,2
CASC16,DOID:162,1,0,1
DOID:10534,mir1,1,1,2
H19,mir301a,1,0,2
DOID:0050686,mir92,1,1,2
GAS5,DOID:9256,1,0,1
DOID:4,mir19a,1,1,2
DOID:6713,mir34b,1,1,2
LINCMD1,DOID:557,1,0,1
DOID:1324,mir127,1,1,2
CCAT1,DOID:3119,1,0,1
DOID:2394,mir99a,1,1,2
DOID:3571,mir214,1,1,2
DOID:0060072,mir129,1,1,2
DOID:15,mir203,1,1,2
NCRUPAR,DOID:5672,1,0,1
DOID:1793,mir216a,1,1,2
DOID:3948,mir132,1,1,2
XIST,DOID:162,1,0,1
DOID:5041,mir375,1,1,2
LINC00032,DOID:1909,1,0,1
DOID:684,mir92b,1,1,2
DOID:417,mir20a,1,1,2
DOID:0080001,mir519b,1,1,2
C1QTNF9B-AS1,DOID:15,1,0,1
DOID:5419,mir20b,1,1,2
DOID:848,mir363,1,1,2
DOID:3070,mir19a,1,1,2
DOID:11054,mir142,1,1,2
DOID:0060085,mir1303,1,1,2
HOTTIP,DOID:5672,1,0,1
MIF-AS1,DOID:2789,1,0,1
DOID:7148,mir203,1,1,2
DOID:0050686,mir450b,1,1,2
GAS5,DOID:4450,1,0,1
DOID:1324,mir375,1,1,2
DOID:263,mir219,1,1,2
DOID:66,mir378a,1,1,2
DOID:1612,mir122,1,1,2
DOID:1115,mir20a,1,1,2
DOID:1240,mir221,1,1,2
DOID:331,mir20a,1,1,2
DOID:15,mir383,1,1,2
DOID:3527,mir34b,1,1,2
DOID:4706,mir19a,1,1,2
DOID:11934,mir302e,1,1,2
HOTAIRM1,DOID:3119,1,0,1
DOID:10283,mir224,1,1,2
DANCR,DOID:684,1,0,1
DOID:684,mir200a,1,1,2
DOID:684,mir492,1,1,2
DOID:6050,mir365a,1,1,2
DOID:3070,mir153,1,1,2
DOID:184,mir371a,1,1,2
DOID:10534,mir1228,1,1,2
DOID:0060116,mir20a,1,1,2
GAS5,mir137,1,0,2
DOID:162,mir224,1,1,2
DOID:4,mir210,1,1,2
SOX2-OT,DOID:3119,1,0,1
DOID:263,mir514a,1,1,2
DOID:1324,mir142,1,1,2
DOID:1909,mir143,1,1,2
DOID:1612,mir365a,1,1,2
DOID:2914,mir200b,1,1,2
DOID:686,mir490,1,1,2
DOID:3571,mir24,1,1,2
DOID:9261,mir10b,1,1,2
mir591,mir570,1,2,2
DOID:684,mir338,1,1,2
DOID:2348,mir222,1,1,2
PSORS1C3,DOID:1240,1,0,1
DOID:934,mir125b,1,1,2
HULC,DOID:0060083,1,0,1
DOID:3070,mir210,1,1,2
DOID:8692,mir143,1,1,2
TUG1,mir29a,1,0,2
DOID:0060083,mir214,1,1,2
DOID:0050615,mir130a,1,1,2
MALAT1,mir216a,1,0,2
DOID:162,mir139,1,1,2
DOID:4,mir652,1,1,2
DOID:0050739,mir26b,1,1,2
DOID:3347,mir133a,1,1,2
DOID:1324,mir487b,1,1,2
DOID:0050687,mir134,1,1,2
DOID:7,mir146b,1,1,2
DOID:1037,mir151a,1,1,2
DOID:2531,mir135a,1,1,2
DOID:14566,mir222,1,1,2
DOID:7,mir125b,1,1,2
DOID:9261,mir34c,1,1,2
GACAT2,DOID:3119,1,0,1
DOID:3856,mir214,1,1,2
PVT1,DOID:0060100,1,0,1
DOID:3093,mir512,1,1,2
FENDRR,mir15b,1,0,2
DOID:934,mir372,1,1,2
HULC,DOID:184,1,0,1
DOID:178,mir451a,1,1,2
DOID:3594,mir145,1,1,2
DOID:9119,mir219,1,1,2
DOID:184,mir542,1,1,2
DOID:3068,mir222,1,1,2
DOID:16,mir27b,1,1,2
DOID:4451,mir151a,1,1,2
DOID:0050615,mir378a,1,1,2
DOID:10763,mir222,1,1,2
DOID:162,mir519e,1,1,2
HOTAIR,DOID:686,1,0,1
DOID:162,mir29a,1,1,2
DOID:5093,mir23a,1,1,2
DOID:1612,mir450a,1,1,2
DOID:1909,mir15b,1,1,2
DOID:14566,mir449b,1,1,2
DOID:7,mir372,1,1,2
XIST,mir139,1,0,2
DOID:10283,mir378f,1,1,2
H19,DOID:1240,1,0,1
DOID:3093,mir483,1,1,2
DOID:193,mir222,1,1,2
DOID:3119,mir135a,1,1,2
DOID:934,mir140,1,1,2
DOID:178,mir302f,1,1,2
HYMAI,DOID:0060334,1,0,1
DOID:4960,mir24,1,1,2
DOID:8692,mir15b,1,1,2
DOID:0060083,mir24,1,1,2
DOID:0050615,mir328,1,1,2
DOID:162,mir378f,1,1,2
DOID:4,mir760,1,1,2
DOID:0050615,mir145,1,1,2
DOID:162,mir346,1,1,2
DOID:4,mir139,1,1,2
DOID:1289,mir181c,1,1,2
MEG3,DOID:0060158,1,0,1
DOID:0050687,mir650,1,1,2
DOID:1192,mir487b,1,1,2
DOID:0050687,mir150,1,1,2
OIP5-AS1,mir30c,1,0,2
DOID:14566,mir1227,1,1,2
DOID:1287,mir222,1,1,2
DOID:2531,mir151a,1,1,2
IGF2-AS,DOID:686,1,0,1
DOID:14566,mir297,1,1,2
DOID:7,mir140,1,1,2
DOID:7,mir337,1,1,2
XIST,mir29a,1,0,2
DOID:0050686,mir155,1,1,2
H19,DOID:0014667,1,0,1
DOID:3119,mir429,1,1,2
PVT1,DOID:0060689,1,0,1
DOID:193,mir449b,1,1,2
NPTN-IT1,DOID:1324,1,0,1
DOID:9973,mir181a,1,1,2
DOID:178,mir624,1,1,2
DOID:0060158,mir148a,1,1,2
DOID:114,mir494,1,1,2
DOID:0050615,mir497,1,1,2
MALAT1,mir491,1,0,2
DOID:162,mir873,1,1,2
DOID:170,mir23a,1,1,2
DOID:4,mir519e,1,1,2
CDKN2A-AS1,DOID:1307,1,0,1
CCAT1,mir410,1,0,2
DOID:0050687,mir329,1,1,2
LINC00271,DOID:9352,1,0,1
DOID:5093,mir29b,1,1,2
DOID:14566,mir378d,1,1,2
DOID:680,mir146a,1,1,2
DOID:14566,mir208b,1,1,2
DOID:0060085,let7a,1,1,2
DOID:7,mir451a,1,1,2
DOID:10283,mir642b,1,1,2
CDKN2B-AS1,let7c,1,0,2
PCA3,DOID:3856,1,0,1
MIR503HG,DOID:0050686,1,0,1
DOID:3119,mir151a,1,1,2
NPTN-IT1,DOID:0050686,1,0,1
DOID:0060100,mir155,1,1,2
SNHG1,mir18a,1,0,2
DOID:3068,mir208b,1,1,2
DOID:4451,mir7,1,1,2
DOID:0050828,mir192,1,1,2
DOID:114,mir15b,1,1,2
HOXA11-AS,mir208b,1,0,2
KCNQ1OT1,let7a,1,0,2
DOID:0050615,mir138,1,1,2
MALAT1,mir485,1,0,2
DOID:10591,mir302a,1,1,2
DOID:10763,mir208b,1,1,2
MEG3,DOID:4607,1,0,1
DOID:162,mir642b,1,1,2
DOID:305,let7d,1,1,2
DOID:3905,let7a,1,1,2
DOID:0050687,mir483,1,1,2
DOID:4,mir378f,1,1,2
DOID:5093,mir486,1,1,2
DOID:9351,mir223,1,1,2
OIP5-AS1,mir340,1,0,2
BANCR,DOID:0050686,1,0,1
DOID:0060085,mir32,1,1,2
DOID:1287,mir297,1,1,2
DOID:14566,mir720,1,1,2
H19,mir18a,1,0,2
XIST,mir873,1,0,2
DOID:3908,mir155,1,1,2
DOID:0050686,mir18a,1,1,2
DOID:4159,mir18a,1,1,2
DOID:3069,mir16,1,1,2
DOID:193,mir378d,1,1,2
DOID:3856,mir616,1,1,2
MIR503HG,DOID:14566,1,0,1
DOID:3119,mir515,1,1,2
DOID:865,mir146a,1,1,2
NPTN-IT1,DOID:14566,1,0,1
MIR17HG,DOID:707,1,0,1
DOID:178,mir103b,1,1,2
DOID:0050828,mir99b,1,1,2
PRNCR1,DOID:0050686,1,0,1
DOID:0050117,mir574,1,1,2
DOID:114,mir520e,1,1,2
DOID:2377,mir599,1,1,2
DOID:170,mir29b,1,1,2
DOID:0050687,mir1260a,1,1,2
DOID:1909,mir584,1,1,2
DOID:12336,mir302a,1,1,2
BANCR,DOID:14566,1,0,1
DOID:1287,mir208b,1,1,2
DOID:14566,mir451b,1,1,2
DOID:3908,mir520c,1,1,2
DOID:0060085,mir107,1,1,2
DOID:1319,mir361,1,1,2
DOID:7,mir624,1,1,2
H19,DOID:848,1,0,1
DOID:0050686,mir92b,1,1,2
DOID:2468,mir198,1,1,2
DOID:3856,mir378i,1,1,2
DOID:557,mir198,1,1,2
DOID:0060084,mir181d,1,1,2
DOID:3119,mir574,1,1,2
NPTN-IT1,DOID:3907,1,0,1
DOID:0060100,mir18a,1,1,2
KIRREL3-AS3,DOID:3910,1,0,1
DOID:1561,mir29c,1,1,2
DOID:3996,mir192,1,1,2
PRNCR1,DOID:14566,1,0,1
DOID:0050117,mir545,1,1,2
mir658,mir551a,1,2,2
KCNQ1OT1,mir107,1,0,2
DOID:170,mir486,1,1,2
DOID:4450,mir378g,1,1,2
MEG3,DOID:4971,1,0,1
DOID:2349,mir99b,1,1,2
DOID:0060058,mir183,1,1,2
DOID:10534,mir186,1,1,2
DOID:0060085,mir34b,1,1,2
DOID:0050686,mir492,1,1,2
DOID:3369,mir708,1,1,2
DOID:1749,mir181b,1,1,2
DOID:2394,let7a,1,1,2
DOID:2596,mir422a,1,1,2
DOID:331,let7b,1,1,2
DOID:2596,mir206,1,1,2
DOID:3996,mir99b,1,1,2
DOID:104,mir342,1,1,2
DOID:3905,mir34b,1,1,2
DOID:706,mir19b,1,1,2
DOID:170,mir675,1,1,2
DOID:1289,mir648,1,1,2
DOID:655,mir9,1,1,2
DOID:10534,mir9,1,1,2
DOID:17,mir335,1,1,2
DOID:4045,mir206,1,1,2
PANDAR,DOID:1612,1,0,1
DOID:0050686,mir1471,1,1,2
DOID:0050686,mir338,1,1,2
DOID:18,mir638,1,1,2
DOID:1240,mir34c,1,1,2
DOID:3571,mir126,1,1,2
DOID:686,mir200b,1,1,2
DOID:707,mir93,1,1,2
DOID:3996,mir708,1,1,2
DOID:1793,mir128,1,1,2
DOID:3996,mir203,1,1,2
DOID:684,mir302b,1,1,2
C5orf66-AS1,DOID:14566,1,0,1
DOID:77,mir106b,1,1,2
DOID:7,mir492,1,1,2
DOID:184,mir199a,1,1,2
DOID:1936,mir99b,1,1,2
DOID:8857,mir19b,1,1,2
LINC01133,DOID:1749,1,0,1
DOID:10534,mir19a,1,1,2
DOID:17,mir125b,1,1,2
DOID:0050686,mir625,1,1,2
DOID:0060056,mir200b,1,1,2
PVT1,mir365a,1,0,2
DOID:263,mir130b,1,1,2
DOID:0060084,mir93,1,1,2
DOID:3069,mir708,1,1,2
DOID:4043,mir106a,1,1,2
ESRG,DOID:305,1,0,1
mir601,mir449c,1,2,2
DOID:0060072,mir206,1,1,2
XIST,DOID:2921,1,0,1
DOID:684,let7g,1,1,2
DOID:170,mir548d,1,1,2
DOID:120,mir532,1,1,2
DOID:3829,mir206,1,1,2
DOID:0060116,mir10b,1,1,2
DOID:0050686,mir3186,1,1,2
DOID:162,mir135a,1,1,2
DOID:4,mir124,1,1,2
HOTAIR,DOID:0060072,1,0,1
DOID:9952,mir19b,1,1,2
DOID:0060318,mir34b,1,1,2
DOID:1115,mir34c,1,1,2
DOID:1612,mir19b,1,1,2
DOID:1240,mir382,1,1,2
DOID:331,mir34c,1,1,2
DOID:3571,mir141,1,1,2
DOID:686,mir214,1,1,2
DOID:684,mir335,1,1,2
DOID:10652,mir124,1,1,2
DOID:9119,mir34a,1,1,2
DOID:3388,mir301a,1,1,2
DOID:3070,mir124,1,1,2
DOID:4960,mir126,1,1,2
DOID:0060116,mir34c,1,1,2
TRERNA1,DOID:686,1,0,1
HOTTIP,DOID:4074,1,0,1
DOID:162,mir429,1,1,2
DOID:4,mir365b,1,1,2
DOID:1192,mir204,1,1,2
mir1231,mir26,1,2,2
CTBP1-AS,DOID:11612,1,0,1
DOID:1324,mir216b,1,1,2
DOID:263,mir146a,1,1,2
LINC00663,DOID:4,1,0,1
DOID:14566,mir133b,1,1,2
DOID:4706,mir124,1,1,2
XIST,mir135a,1,0,2
DOID:3948,mir222,1,1,2
DOID:10283,mir193a,1,1,2
DOID:3996,mir1285,1,1,2
DOID:2174,mir19b,1,1,2
DOID:10283,mir151a,1,1,2
DOID:3856,mir126,1,1,2
DOID:5041,mir1322,1,1,2
DOID:0060089,mir516b,1,1,2
DOID:6050,mir211,1,1,2
DOID:12858,mir214,1,1,2
SNHG12,DOID:305,1,0,1
DOID:16,mir146a,1,1,2
DOID:3118,mir376c,1,1,2
DOID:162,mir193a,1,1,2
DOID:10763,mir133b,1,1,2
DOID:4,mir301a,1,1,2
DOID:162,mir151a,1,1,2
NEAT1,mir193a,1,0,2
DOID:3347,mir21,1,1,2
DOID:4,mir135a,1,1,2
DOID:0050687,mir211,1,1,2
DOID:0060040,mir23a,1,1,2
DOID:0060072,mir1273c,1,1,2
DOID:2914,mir126,1,1,2
DOID:14566,mir423,1,1,2
DOID:7,mir200c,1,1,2
LINC00663,DOID:1781,1,0,1
DOID:0050013,mir143,1,1,2
XIST,mir429,1,0,2
DOID:3948,mir449b,1,1,2
H19,DOID:0060122,1,0,1
DOID:3856,mir373,1,1,2
DOID:193,mir133b,1,1,2
DOID:5844,mir223,1,1,2
DOID:8692,mir196b,1,1,2
DOID:4451,mir23b,1,1,2
DOID:162,mir548b,1,1,2
DOID:4,mir450b,1,1,2
DOID:162,mir515,1,1,2
MALAT1,mir143,1,0,2
DOID:4,mir429,1,1,2
DOID:263,mir320b,1,1,2
DOID:9952,mir663a,1,1,2
DOID:1612,mir663a,1,1,2
DOID:3571,mir517c,1,1,2
DOID:7,mir302d,1,1,2
DOID:1287,mir133b,1,1,2
DOID:14566,mir148b,1,1,2
XIST,mir193a,1,0,2
DOID:4706,mir135a,1,1,2
DOID:10283,mir574,1,1,2
DOID:3856,mir141,1,1,2
DOID:0050338,mir155,1,1,2
IFNG-AS1,DOID:7,1,0,1
MIR17HG,DOID:0060100,1,0,1
DOID:48,mir146b,1,1,2
DOID:9970,mir132,1,1,2
DOID:8692,mir27a,1,1,2
DOID:114,mir218,1,1,2
MINCR,DOID:4607,1,0,1
mir758,mir766,1,2,2
HOXA11-AS,mir148b,1,0,2
DOID:0050615,mir22,1,1,2
MALAT1,mir494,1,0,2
DOID:162,mir574,1,1,2
DOID:2030,mir152,1,1,2
MEG3,DOID:11934,1,0,1
DOID:263,mir571,1,1,2
DOID:3347,mir223,1,1,2
DOID:4,mir193a,1,1,2
DOID:0050687,mir23a,1,1,2
DOID:10952,mir155,1,1,2
DOID:2914,mir141,1,1,2
DOID:1037,mir29c,1,1,2
DOID:1287,mir423,1,1,2
DOID:14566,mir507,1,1,2
DOID:2531,mir23b,1,1,2
DOID:0050902,mir144,1,1,2
DOID:4645,mir29a,1,1,2
DOID:7,mir215,1,1,2
DOID:37,mir146b,1,1,2
H19,DOID:0080001,1,0,1
DOID:3856,mir452,1,1,2
DOID:8893,mir146b,1,1,2
DOID:193,mir148b,1,1,2
DOID:0060158,mir223,1,1,2
DOID:3070,mir193a,1,1,2
DOID:229,mir223,1,1,2
DOID:5614,mir142,1,1,2
DOID:8857,mir569,1,1,2
DOID:4451,mir29c,1,1,2
DOID:0050117,mir23b,1,1,2
DOID:0060083,mir155,1,1,2
DOID:3953,mir16,1,1,2
DOID:4,mir548b,1,1,2
DOID:5093,mir520a,1,1,2
DOID:1324,mir1254,1,1,2
PCGEM1,PRNCR1,1,0,0
DOID:0050687,mir421,1,1,2
DOID:0060040,mir486,1,1,2
DOID:1612,mir151b,1,1,2
DOID:1909,mir30a,1,1,2
DOID:4645,let7b,1,1,2
DOID:0060085,mir182,1,1,2
DOID:0050902,mir495,1,1,2
IGF2-AS,DOID:47,1,0,1
DOID:4706,mir193a,1,1,2
DOID:557,mir29a,1,1,2
DOID:77,mir571,1,1,2
DOID:3856,mir1296,1,1,2
DOID:3119,mir23b,1,1,2
DOID:1040,mir16,1,1,2
DOID:3070,mir548b,1,1,2
SNHG12,mir320b,1,0,2
DOID:9970,mir146b,1,1,2
DOID:0060041,mir181b,1,1,2
DOID:114,mir27a,1,1,2
DOID:3393,mir150,1,1,2
DOID:3905,mir182,1,1,2
DOID:5093,mir326,1,1,2
MEG3,DOID:1289,1,0,1
DOID:863,mir15a,1,1,2
DOID:14566,mir1305,1,1,2
DOID:1287,mir507,1,1,2
DOID:2531,mir29c,1,1,2
DOID:9120,mir26a,1,1,2
DOID:0050686,mir302b,1,1,2
DLEU2,DOID:1036,1,0,1
DOID:3119,mir658,1,1,2
DOID:707,mir29a,1,1,2
DOID:11934,let7i,1,1,2
DOID:3068,mir1305,1,1,2
DOID:0050117,mir29c,1,1,2
DOID:3308,mir302b,1,1,2
DOID:305,mir92a,1,1,2
DOID:1492,let7b,1,1,2
mir657,mir1234,1,2,2
DOID:12336,mir520d,1,1,2
OIP5-AS1,mir422a,1,0,2
DOID:4362,mir182,1,1,2
DOID:2531,mir518b,1,1,2
DOID:0060085,mir199a,1,1,2
PTCSC2,DOID:0050687,1,0,1
LINC00299,DOID:1059,1,0,1
DOID:0050686,let7g,1,1,2
DOID:150,mir15a,1,1,2
DOID:0060084,mir29a,1,1,2
DOID:0014667,mir370,1,1,2
DOID:3119,mir29c,1,1,2
DOID:771,mir17,1,1,2
DOID:2596,mir106b,1,1,2
DOID:1883,mir296,1,1,2
DOID:3905,mir199a,1,1,2
MIAT,DOID:150,1,0,1
DOID:1967,mir31,1,1,2
DOID:305,mir19b,1,1,2
DOID:0060058,mir29c,1,1,2
DOID:2531,mir590,1,1,2
DOID:8618,mir195,1,1,2
DOID:0050686,mir335,1,1,2
DOID:3119,mir518b,1,1,2
DOID:2394,mir182,1,1,2
DOID:0070004,mir34a,1,1,2
DOID:686,let7i,1,1,2
DOID:2596,mir34a,1,1,2
DOID:0060100,let7g,1,1,2
DOID:3996,mir101,1,1,2
ZFAS1,mir590,1,0,2
DOID:684,mir15b,1,1,2
DOID:2994,mir302b,1,1,2
DOID:170,mir9,1,1,2
DOID:0060119,mir1,1,1,2
LINC01387,DOID:4,1,0,1
DOID:0050687,mir544a,1,1,2
DOID:9351,mir483,1,1,2
LINC-PINT,DOID:4,1,0,1
DOID:0060058,mir518b,1,1,2
mir657,mir500b,1,2,2
DOID:11476,mir637,1,1,2
ZEB1-AS1,DOID:0050687,1,0,1
DOID:0050686,mir511,1,1,2
DOID:0050686,mir642a,1,1,2
DOID:3069,mir101,1,1,2
MIR17HG,mir590,1,0,2
DOID:3119,mir590,1,1,2
DOID:0070004,mir561,1,1,2
DOID:0060072,mir106b,1,1,2
DOID:0070004,mir130b,1,1,2
DOID:3948,mir1,1,1,2
DOID:1561,mir92a,1,1,2
DOID:1883,mir30d,1,1,2
DOID:3093,mir125a,1,1,2
DOID:170,mir425,1,1,2
DOID:0080001,mir19b,1,1,2
MEG3,DOID:8618,1,0,1
DOID:120,mir99a,1,1,2
DOID:5679,mir96,1,1,2
DOID:17,mir200c,1,1,2
mir605,mir518f,1,2,2
DOID:8618,mir205,1,1,2
DOID:769,mir92a,1,1,2
MALAT1,DOID:3829,1,0,1
DOID:176,mir208a,1,1,2
DOID:150,mir95,1,1,2
DOID:3119,mir544b,1,1,2
LINCMD1,DOID:289,1,0,1
DOID:6713,mir1,1,1,2
DOID:0060072,mir34a,1,1,2
DOID:1240,mir21,1,1,2
DOID:201,mir125a,1,1,2
DOID:331,mir199b,1,1,2
DOID:363,mir21,1,1,2
DOID:686,mir126,1,1,2
DOID:5093,mir1,1,1,2
DOID:5041,mir129,1,1,2
DOID:684,mir191,1,1,2
DOID:0050828,mir411,1,1,2
DOID:0050890,mir1,1,1,2
HCG27,DOID:162,1,0,1
DOID:184,mir1,1,1,2
PCGEM1,DOID:4,1,0,1
DOID:0050686,mir181,1,1,2
DOID:162,mir212,1,1,2
DOID:4,mir200a,1,1,2
HOTAIR,DOID:1115,1,0,1
DOID:7,mir599,1,1,2
DOID:0060056,mir126,1,1,2
DOID:6713,mir362,1,1,2
DOID:769,mir410,1,1,2
DOID:0060072,mir561,1,1,2
DOID:3571,mir216a,1,1,2
DOID:331,mir96,1,1,2
LINC01426,DOID:162,1,0,1
DOID:1749,mir106b,1,1,2
DOID:686,mir373,1,1,2
DOID:686,mir105,1,1,2
DOID:3996,mir508,1,1,2
DOID:1793,mir218,1,1,2
DOID:3620,mir33b,1,1,2
DOID:65,mir519a,1,1,2
DOID:684,mir98,1,1,2
DOID:0050117,mir663,1,1,2
DOID:417,mir21,1,1,2
LINC00974,DOID:3119,1,0,1
DOID:178,mir127,1,1,2
DOID:0050615,mir107,1,1,2
HOXA11-AS,DOID:162,1,0,1
GAS5,mir26a,1,0,2
MALAT1,mir205,1,0,2
MALAT1,DOID:4,1,0,1
DOID:162,mir10a,1,1,2
DOID:4,mir338,1,1,2
DOID:0050687,mir125a,1,1,2
DOID:66,mir381,1,1,2
DOID:1612,mir125a,1,1,2
DOID:686,mir376a,1,1,2
DOID:1240,mir223,1,1,2
DOID:1749,mir34a,1,1,2
DOID:7,mir100,1,1,2
XIST,mir212,1,0,2
DOID:1793,mir196b,1,1,2
DOID:10283,mir23b,1,1,2
DOID:3856,mir203,1,1,2
HULC,DOID:162,1,0,1
DOID:848,mir519a,1,1,2
TP53TG1,DOID:4,1,0,1
DOID:0050890,mir133b,1,1,2
DOID:9119,mir20a,1,1,2
DOID:9884,mir221,1,1,2
DOID:16,mir221,1,1,2
DOID:10534,mir301a,1,1,2
DOID:7148,mir363,1,1,2
MALAT1,mir363,1,0,2
DOID:0060056,mir3148,1,1,2
DOID:10763,mir210,1,1,2
DOID:162,mir23b,1,1,2
DOID:4,mir212,1,1,2
DOID:4,mir625,1,1,2
DOID:5093,mir214,1,1,2
DOID:0060040,mir432,1,1,2
DOID:1612,mir367,1,1,2
DOID:1909,mir145,1,1,2
DOID:201,mir432,1,1,2
DOID:3571,mir26a,1,1,2
DOID:4706,mir338,1,1,2
DOID:15,mir374b,1,1,2
DOID:66,mir146b,1,1,2
DOID:1319,mir148a,1,1,2
DOID:299,mir20a,1,1,2
mir658,mir1228,1,2,2
